2026-04-01T02:08:38.453Z
Mercury,Venus,Earth,Moon,Mars,Jupiter,Io,Ganymede,Europa,Callisto,Saturn,Uranus,Neptune,Pluto
4,95,323,692,722,1413,5760,5805,5980,6068,6472,17263,48035,108391
90
-0.48118,0.24645,0.47313
-0.46838,0.24164,0.48822
-0.45521,0.23665,0.50292
-0.44167,0.23146,0.51721
-0.42777,0.22608,0.53110
-0.41354,0.22053,0.54456
-0.39898,0.21480,0.55759
-0.38410,0.20890,0.57017
-0.36891,0.20283,0.58229
-0.35343,0.19660,0.59396
-0.33766,0.19022,0.60514
-0.32163,0.18368,0.61585
-0.30534,0.17700,0.62607
-0.28881,0.17017,0.63578
-0.27205,0.16321,0.64499
-0.25507,0.15612,0.65369
-0.23788,0.14891,0.66186
-0.22051,0.14157,0.66951
-0.20296,0.13413,0.67662
-0.18525,0.12657,0.68320
-0.16740,0.11892,0.68923
-0.14941,0.11117,0.69472
-0.13130,0.10334,0.69965
-0.11308,0.09542,0.70402
-0.09478,0.08742,0.70784
-0.07640,0.07936,0.71109
-0.05796,0.07123,0.71378
-0.03948,0.06305,0.71591
-0.02096,0.05482,0.71746
-0.00243,0.04654,0.71845
0.01611,0.03823,0.71886
0.03463,0.02988,0.71871
0.05312,0.02152,0.71798
0.07158,0.01313,0.71669
0.08997,0.00474,0.71483
0.10830,-0.00366,0.71241
0.12654,-0.01206,0.70942
0.14468,-0.02044,0.70587
0.16270,-0.02881,0.70176
0.18060,-0.03716,0.69710
0.19835,-0.04548,0.69189
0.21595,-0.05376,0.68613
0.23338,-0.06200,0.67984
0.25062,-0.07019,0.67300
0.26767,-0.07833,0.66564
0.28451,-0.08640,0.65775
0.30112,-0.09441,0.64935
0.31749,-0.10234,0.64043
0.33362,-0.11019,0.63101
0.34948,-0.11795,0.62110
0.36507,-0.12563,0.61070
0.38037,-0.13320,0.59982
0.39538,-0.14067,0.58847
0.41007,-0.14803,0.57665
0.42444,-0.15527,0.56439
0.43849,-0.16239,0.55168
0.45218,-0.16939,0.53855
0.46553,-0.17625,0.52499
0.47851,-0.18298,0.51102
0.49112,-0.18956,0.49665
0.50334,-0.19599,0.48189
0.51517,-0.20227,0.46676
0.52660,-0.20840,0.45127
0.53762,-0.21436,0.43542
0.54822,-0.22015,0.41923
0.55839,-0.22577,0.40272
0.56813,-0.23122,0.38590
0.57743,-0.23649,0.36877
0.58628,-0.24157,0.35136
0.59467,-0.24647,0.33367
0.60260,-0.25117,0.31573
0.61006,-0.25568,0.29754
0.61705,-0.26000,0.27912
0.62357,-0.26411,0.26048
0.62960,-0.26801,0.24164
0.63514,-0.27171,0.22262
0.64019,-0.27520,0.20342
0.64474,-0.27847,0.18407
0.64880,-0.28153,0.16457
0.65236,-0.28437,0.14494
0.65541,-0.28700,0.12521
0.65795,-0.28940,0.10537
0.65999,-0.29157,0.08546
0.66152,-0.29353,0.06548
0.66254,-0.29525,0.04545
0.66305,-0.29675,0.02538
0.66304,-0.29802,0.00530
0.66253,-0.29906,-0.01479
0.66150,-0.29987,-0.03487
0.65997,-0.30045,-0.05492
0.65793,-0.30080,-0.07493
0.65538,-0.30091,-0.09488
368
-0.89064,0.38608,0.15706
-0.88792,0.38490,0.17430
-0.88492,0.38360,0.19147
-0.88165,0.38218,0.20859
-0.87811,0.38065,0.22564
-0.87429,0.37899,0.24262
-0.87021,0.37722,0.25953
-0.86585,0.37533,0.27636
-0.86123,0.37333,0.29310
-0.85634,0.37121,0.30976
-0.85118,0.36897,0.32632
-0.84575,0.36662,0.34278
-0.84007,0.36416,0.35913
-0.83412,0.36158,0.37537
-0.82791,0.35889,0.39150
-0.82144,0.35608,0.40751
-0.81471,0.35317,0.42339
-0.80774,0.35014,0.43914
-0.80050,0.34701,0.45475
-0.79302,0.34376,0.47022
-0.78529,0.34041,0.48555
-0.77732,0.33696,0.50072
-0.76910,0.33339,0.51573
-0.76064,0.32973,0.53059
-0.75195,0.32596,0.54527
-0.74303,0.32209,0.55979
-0.73387,0.31812,0.57413
-0.72449,0.31406,0.58829
-0.71489,0.30989,0.60227
-0.70506,0.30563,0.61606
-0.69502,0.30128,0.62966
-0.68476,0.29684,0.64307
-0.67430,0.29230,0.65627
-0.66362,0.28767,0.66928
-0.65275,0.28296,0.68208
-0.64167,0.27815,0.69467
-0.63039,0.27327,0.70704
-0.61892,0.26830,0.71920
-0.60726,0.26324,0.73114
-0.59541,0.25810,0.74285
-0.58338,0.25289,0.75434
-0.57116,0.24759,0.76560
-0.55877,0.24222,0.77662
-0.54621,0.23678,0.78740
-0.53347,0.23126,0.79794
-0.52057,0.22566,0.80824
-0.50751,0.22000,0.81828
-0.49430,0.21427,0.82808
-0.48093,0.20848,0.83762
-0.46741,0.20262,0.84690
-0.45374,0.19669,0.85592
-0.43994,0.19071,0.86467
-0.42600,0.18467,0.87316
-0.41194,0.17857,0.88138
-0.39775,0.17242,0.88933
-0.38343,0.16622,0.89701
-0.36901,0.15996,0.90441
-0.35447,0.15366,0.91153
-0.33982,0.14731,0.91838
-0.32507,0.14092,0.92495
-0.31023,0.13448,0.93123
-0.29529,0.12801,0.93724
-0.28026,0.12149,0.94296
-0.26515,0.11494,0.94840
-0.24996,0.10836,0.95355
-0.23469,0.10174,0.95841
-0.21935,0.09509,0.96298
-0.20395,0.08841,0.96726
-0.18848,0.08171,0.97125
-0.17295,0.07498,0.97495
-0.15737,0.06822,0.97835
-0.14174,0.06145,0.98146
-0.12607,0.05465,0.98428
-0.11035,0.04784,0.98679
-0.09461,0.04101,0.98901
-0.07883,0.03417,0.99093
-0.06303,0.02733,0.99255
-0.04720,0.02047,0.99387
-0.03137,0.01360,0.99489
-0.01552,0.00673,0.99561
0.00033,-0.00014,0.99603
